
"HGNC ID (gene)","Approved symbol","Approved name","Previous symbols","Aliases","Chromosome"
"HGNC:43466","MIR5692A2","microRNA 5692a-2","","hsa-mir-5692a-2","8p23.1"
"HGNC:43535","MIR5692B","microRNA 5692b","","hsa-mir-5692b","21q22.3"
"HGNC:43506","MIR5692C1","microRNA 5692c-1","","hsa-mir-5692c-1","5q31.1"
"HGNC:43448","MIR5692C2","microRNA 5692c-2","","hsa-mir-5692c-2","7q21.3"
"HGNC:43499","MIR5693","microRNA 5693","","hsa-mir-5693","13q14.3"
"HGNC:43530","MIR5694","microRNA 5694","","hsa-mir-5694","14q24.1"
"HGNC:43548","MIR5695","microRNA 5695","","hsa-mir-5695","19p13.13"
"HGNC:43516","MIR5696","microRNA 5696","","hsa-mir-5696","2q11.2"
"HGNC:43509","MIR5697","microRNA 5697","","hsa-mir-5697","1p36.22"
"HGNC:43487","MIR5698","microRNA 5698","","hsa-mir-5698","1q21.3"
"HGNC:43456","MIR5699","microRNA 5699","","hsa-mir-5699","10p15.3"
"HGNC:43521","MIR5700","microRNA 5700","","hsa-mir-5700","12q22"
"HGNC:43503","MIR5702","microRNA 5702","","hsa-mir-5702","2q36.3"
"HGNC:43475","MIR5703","microRNA 5703","","hsa-mir-5703","2q36.3"
"HGNC:43469","MIR5704","microRNA 5704","","hsa-mir-5704","3q22.1"
"HGNC:43504","MIR5705","microRNA 5705","","hsa-mir-5705","4q22.1"
"HGNC:43500","MIR5706","microRNA 5706","","hsa-mir-5706","5q23.1"
"HGNC:43449","MIR5707","microRNA 5707","","hsa-mir-5707","7q36.3"
"HGNC:49977","MIR5739","microRNA 5739","","hsa-mir-5739","22q12.1"
"HGNC:49930","MIR5787","microRNA 5787","","hsa-mir-5787","3p21.31"
"HGNC:50261","MIR6068","microRNA 6068","","hsa-mir-6068","1p31.3"
"HGNC:50124","MIR6069","microRNA 6069","","hsa-mir-6069","22q12.3"
"HGNC:49950","MIR6070","microRNA 6070","","hsa-mir-6070","21q22.3"
"HGNC:50229","MIR6071","microRNA 6071","","hsa-mir-6071","2p11.2"
"HGNC:50144","MIR6072","microRNA 6072","","hsa-mir-6072","10p15.3"
"HGNC:50128","MIR6073","microRNA 6073","","hsa-mir-6073","11p15.2"
"HGNC:50060","MIR6074","microRNA 6074","","hsa-mir-6074","12q14.3"
"HGNC:50198","MIR6075","microRNA 6075","","hsa-mir-6075","5p15.33"
"HGNC:50232","MIR6076","microRNA 6076","","hsa-mir-6076","14q21.3"
"HGNC:50025","MIR6077","microRNA 6077","MIR6077-2,MIR6077-1","hsa-mir-6077-1,hsa-mir-6077-2","1q21.2"
"HGNC:50136","MIR6078","microRNA 6078","","hsa-mir-6078","10p15.1"
"HGNC:50114","MIR6079","microRNA 6079","","hsa-mir-6079","1p34.1"
"HGNC:50142","MIR6080","microRNA 6080","","hsa-mir-6080","17q24.1"
"HGNC:50151","MIR6081","microRNA 6081","","hsa-mir-6081","9q22.32"
"HGNC:49984","MIR6082","microRNA 6082","","hsa-mir-6082","4q34.1"
"HGNC:50076","MIR6083","microRNA 6083","","hsa-mir-6083","3q21.2"
"HGNC:50235","MIR6084","microRNA 6084","","hsa-mir-6084","1p36.12"
"HGNC:50002","MIR6085","microRNA 6085","","hsa-mir-6085","15q22.2"
"HGNC:49986","MIR6086","microRNA 6086","","hsa-mir-6086","Xp22.2"
"HGNC:50164","MIR6088","microRNA 6088","","hsa-mir-6088","19q13.32"
"HGNC:50179","MIR6089","microRNA 6089","MIR6089-1,MIR6089-2","hsa-mir-6089-1","Xp22.3 and Yp11.3"
"HGNC:50204","MIR6090","microRNA 6090","","hsa-mir-6090","11q24.3"
"HGNC:50200","MIR6124","microRNA 6124","","hsa-mir-6124","11p15.3"
"HGNC:49931","MIR6125","microRNA 6125","","hsa-mir-6125","12q14.1"
"HGNC:50099","MIR6126","microRNA 6126","","hsa-mir-6126","16p13.3"
"HGNC:50163","MIR6127","microRNA 6127","","hsa-mir-6127","1p36.12"
"HGNC:50109","MIR6128","microRNA 6128","","hsa-mir-6128","11q12.1"
"HGNC:50220","MIR6129","microRNA 6129","","hsa-mir-6129","17q21.32"
"HGNC:50156","MIR6130","microRNA 6130","","hsa-mir-6130","21q21.2"
"HGNC:49929","MIR6131","microRNA 6131","","hsa-mir-6131","5p15.2"
"HGNC:50272","MIR6132","microRNA 6132","","hsa-mir-6132","7q31.2"
"HGNC:50007","MIR6133","microRNA 6133","","hsa-mir-6133","7q33"
"HGNC:49951","MIR6134","microRNA 6134","","hsa-mir-6134","Xp21.3"
"HGNC:50197","MIR6165","microRNA 6165","","hsa-mir-6165","17q21.33"
"HGNC:49962","MIR6499","microRNA 6499","","hsa-mir-6499","5q33.1"
"HGNC:49935","MIR6500","microRNA 6500","","hsa-mir-6500","1p32.3"
"HGNC:50033","MIR6501","microRNA 6501","","hsa-mir-6501","21q22.11"
"HGNC:50062","MIR6502","microRNA 6502","","hsa-mir-6502","12q14.3"
"HGNC:49968","MIR6503","microRNA 6503","","hsa-mir-6503","11q12.2"
"HGNC:49976","MIR6504","microRNA 6504","","hsa-mir-6504","16q23.3"
"HGNC:50104","MIR6505","microRNA 6505","","hsa-mir-6505","12q13.11"
"HGNC:50158","MIR6506","microRNA 6506","","hsa-mir-6506","16p13.11"
"HGNC:50199","MIR6507","microRNA 6507","","hsa-mir-6507","10q24.2"
"HGNC:50217","MIR6508","microRNA 6508","","hsa-mir-6508","21q22.2"
"HGNC:50207","MIR6509","microRNA 6509","","hsa-mir-6509","7q33"
"HGNC:50101","MIR6510","microRNA 6510","","hsa-mir-6510","17q21.2"
"HGNC:50119","MIR6511A1","microRNA 6511a-1","","hsa-mir-6511a-1","16p13.11"
"HGNC:50150","MIR6511A2","microRNA 6511a-2","","hsa-mir-6511a-2","16p13.11"
"HGNC:50265","MIR6511A3","microRNA 6511a-3","","hsa-mir-6511a-3","16p13.11"
"HGNC:50188","MIR6511A4","microRNA 6511a-4","","hsa-mir-6511a-4","16p12.3"
"HGNC:50228","MIR6511B1","microRNA 6511b-1","","hsa-mir-6511b-1","16p13.3"
"HGNC:50230","MIR6511B2","microRNA 6511b-2","","hsa-mir-6511b-2","16p13.11"
"HGNC:50259","MIR6512","microRNA 6512","","hsa-mir-6512","2q31.2"
"HGNC:50247","MIR6513","microRNA 6513","","hsa-mir-6513","2q35"
"HGNC:50147","MIR6514","microRNA 6514","","hsa-mir-6514","11q12.3"
"HGNC:50227","MIR6515","microRNA 6515","","hsa-mir-6515","19p13.13"
"HGNC:50233","MIR6516","microRNA 6516","","hsa-mir-6516","17q25.2"
"HGNC:54165","MIR6529","microRNA 6529","","hsa-mir-6529","3q13.33"
"HGNC:49996","MIR6715A","microRNA 6715a","","hsa-mir-6715a","10q25.2"
"HGNC:50249","MIR6715B","microRNA 6715b","","hsa-mir-6715b","10q25.2"
"HGNC:50048","MIR6716","microRNA 6716","","hsa-mir-6716","11q23.3"
"HGNC:50000","MIR6717","microRNA 6717","","hsa-mir-6717","14q11.2"
"HGNC:50195","MIR6718","microRNA 6718","","hsa-mir-6718","18p11.31"
"HGNC:50012","MIR6719","microRNA 6719","","hsa-mir-6719","19q13.2"
"HGNC:50032","MIR6720","microRNA 6720","","hsa-mir-6720","6p25.3"
"HGNC:50049","MIR6721","microRNA 6721","","hsa-mir-6721","6p21.32"
"HGNC:49927","MIR6722","microRNA 6722","","hsa-mir-6722","9q34.3"
"HGNC:50009","MIR6726","microRNA 6726","","hsa-mir-6726","1p36.33"
"HGNC:50171","MIR6727","microRNA 6727","","hsa-mir-6727","1p36.33"
"HGNC:49961","MIR6728","microRNA 6728","","hsa-mir-6728","1p36.23"
"HGNC:50103","MIR6729","microRNA 6729","","hsa-mir-6729","1p36.22"
"HGNC:50222","MIR6730","microRNA 6730","","hsa-mir-6730","1p36.21"
"HGNC:50036","MIR6731","microRNA 6731","","hsa-mir-6731","1p36.11"
"HGNC:50066","MIR6732","microRNA 6732","","hsa-mir-6732","1p34.3"
"HGNC:50239","MIR6733","microRNA 6733","","hsa-mir-6733","1p34.2"
"HGNC:50219","MIR6734","microRNA 6734","","hsa-mir-6734","1p34.2"
"HGNC:50126","MIR6735","microRNA 6735","","hsa-mir-6735","1p34.2"
"HGNC:50072","MIR6736","microRNA 6736","","hsa-mir-6736","1q21.1"
"HGNC:50273","MIR6737","microRNA 6737","","hsa-mir-6737","1q21.3"
"HGNC:49939","MIR6738","microRNA 6738","","hsa-mir-6738","1q22"
"HGNC:50165","MIR6739","microRNA 6739","","hsa-mir-6739","1q32.1"
"HGNC:50082","MIR6740","microRNA 6740","","hsa-mir-6740","1q32.1"
"HGNC:50004","MIR6741","microRNA 6741","","hsa-mir-6741","1q42.12"
"HGNC:50090","MIR6742","microRNA 6742","","hsa-mir-6742","1q42.13"
"HGNC:50008","MIR6743","microRNA 6743","","hsa-mir-6743","11p15.5"
"HGNC:50051","MIR6744","microRNA 6744","","hsa-mir-6744","11p15.5"
"HGNC:50106","MIR6745","microRNA 6745","","hsa-mir-6745","11p11.2"
"HGNC:49925","MIR6746","microRNA 6746","","hsa-mir-6746","11q12.2"
"HGNC:50027","MIR6747","microRNA 6747","","hsa-mir-6747","11q12.3"
"HGNC:50141","MIR6748","microRNA 6748","","hsa-mir-6748","11q12.3"
"HGNC:50087","MIR6749","microRNA 6749","","hsa-mir-6749","11q13.1"
"HGNC:49965","MIR6750","microRNA 6750","","hsa-mir-6750","11q13.1"
"HGNC:49983","MIR6751","microRNA 6751","","hsa-mir-6751","11q13.1"
"HGNC:50020","MIR6752","microRNA 6752","","hsa-mir-6752","11q13.2"
"HGNC:50255","MIR6753","microRNA 6753","","hsa-mir-6753","11q13.2"
"HGNC:50203","MIR6754","microRNA 6754","","hsa-mir-6754","11q13.4"
"HGNC:50224","MIR6755","microRNA 6755","","hsa-mir-6755","11q14.2"
"HGNC:49974","MIR6756","microRNA 6756","","hsa-mir-6756","11q23.3"
"HGNC:50160","MIR6757","microRNA 6757","","hsa-mir-6757","12q13.13"
"HGNC:50038","MIR6758","microRNA 6758","","hsa-mir-6758","12q13.3"
"HGNC:50063","MIR6759","microRNA 6759","","hsa-mir-6759","12q14.1"
"HGNC:49955","MIR6760","microRNA 6760","","hsa-mir-6760","12q24.12"
"HGNC:49949","MIR6761","microRNA 6761","","hsa-mir-6761","12q24.12"
"HGNC:50168","MIR6762","microRNA 6762","","hsa-mir-6762","12q24.13"
"HGNC:50139","MIR6763","microRNA 6763","","hsa-mir-6763","12q24.33"
"HGNC:49994","MIR6764","microRNA 6764","","hsa-mir-6764","14q32.2"
"HGNC:50030","MIR6765","microRNA 6765","","hsa-mir-6765","14q32.33"
"HGNC:49941","MIR6766","microRNA 6766","","hsa-mir-6766","15q26.1"
"HGNC:50133","MIR6767","microRNA 6767","","hsa-mir-6767","16p13.3"
"HGNC:50264","MIR6768","microRNA 6768","","hsa-mir-6768","16p13.3"
"HGNC:50079","MIR6769A","microRNA 6769a","","hsa-mir-6769a","16p13.3"
"HGNC:50016","MIR6769B","microRNA 6769b","","hsa-mir-6769b","1q32.1"
"HGNC:50212","MIR6771","microRNA 6771","","hsa-mir-6771","16q12.1"
"HGNC:50064","MIR6772","microRNA 6772","","hsa-mir-6772","16q21"
"HGNC:50132","MIR6773","microRNA 6773","","hsa-mir-6773","16q22.1"
"HGNC:50202","MIR6774","microRNA 6774","","hsa-mir-6774","16q24.1"
"HGNC:50100","MIR6775","microRNA 6775","","hsa-mir-6775","16q24.2"
"HGNC:50193","MIR6776","microRNA 6776","","hsa-mir-6776","17p13.3"
"HGNC:50173","MIR6777","microRNA 6777","","hsa-mir-6777","17p11.2"
"HGNC:50183","MIR6778","microRNA 6778","","hsa-mir-6778","17p11.2"
"HGNC:50148","MIR6779","microRNA 6779","","hsa-mir-6779","17q12"
"HGNC:50069","MIR6780A","microRNA 6780a","","hsa-mir-6780a","17q21.2"
"HGNC:50237","MIR6780B","microRNA 6780b","","hsa-mir-6780b","6p21.1"
"HGNC:50185","MIR6781","microRNA 6781","","hsa-mir-6781","17q21.31"
"HGNC:50270","MIR6782","microRNA 6782","","hsa-mir-6782","17q21.31"
"HGNC:50159","MIR6783","microRNA 6783","","hsa-mir-6783","17q21.31"
"HGNC:49988","MIR6784","microRNA 6784","","hsa-mir-6784","17q21.31"
"HGNC:50206","MIR6785","microRNA 6785","","hsa-mir-6785","17q25.1"
"HGNC:49970","MIR6786","microRNA 6786","","hsa-mir-6786","17q25.3"
"HGNC:50209","MIR6787","microRNA 6787","","hsa-mir-6787","17q25.3"
"HGNC:50078","MIR6788","microRNA 6788","","hsa-mir-6788","18p11.22"
"HGNC:50094","MIR6789","microRNA 6789","","hsa-mir-6789","19p13.3"
"HGNC:50161","MIR6790","microRNA 6790","","hsa-mir-6790","19p13.3"
"HGNC:50097","MIR6791","microRNA 6791","","hsa-mir-6791","19p13.3"
"HGNC:50054","MIR6792","microRNA 6792","","hsa-mir-6792","19p13.2"
"HGNC:50251","MIR6793","microRNA 6793","","hsa-mir-6793","19p13.2"
"HGNC:50117","MIR6794","microRNA 6794","","hsa-mir-6794","19p13.13"
"HGNC:50031","MIR6795","microRNA 6795","","hsa-mir-6795","19p13.12"
"HGNC:50186","MIR6796","microRNA 6796","","hsa-mir-6796","19q13.2"
"HGNC:50169","MIR6797","microRNA 6797","","hsa-mir-6797","19q13.2"
"HGNC:50013","MIR6798","microRNA 6798","","hsa-mir-6798","19q13.33"
"HGNC:50162","MIR6799","microRNA 6799","","hsa-mir-6799","19q13.33"
"HGNC:50042","MIR6800","microRNA 6800","","hsa-mir-6800","19q13.33"
"HGNC:50178","MIR6801","microRNA 6801","","hsa-mir-6801","19q13.41"
"HGNC:50154","MIR6802","microRNA 6802","","hsa-mir-6802","19q13.42"
"HGNC:50035","MIR6803","microRNA 6803","","hsa-mir-6803","19q13.42"
"HGNC:50253","MIR6804","microRNA 6804","","hsa-mir-6804","19q13.42"
"HGNC:50215","MIR6805","microRNA 6805","","hsa-mir-6805","19q13.42"
"HGNC:49937","MIR6806","microRNA 6806","","hsa-mir-6806","19q13.43"
"HGNC:50191","MIR6807","microRNA 6807","","hsa-mir-6807","19q13.43"
"HGNC:50046","MIR6808","microRNA 6808","","hsa-mir-6808","1p36.33"
"HGNC:49926","MIR6809","microRNA 6809","","hsa-mir-6809","2q35"
"HGNC:49987","MIR6810","microRNA 6810","","hsa-mir-6810","2q35"
"HGNC:49944","MIR6811","microRNA 6811","","hsa-mir-6811","2q37.3"
"HGNC:50116","MIR6812","microRNA 6812","","hsa-mir-6812","20q13.12"
"HGNC:50017","MIR6813","microRNA 6813","","hsa-mir-6813","20q13.33"
"HGNC:50145","MIR6814","microRNA 6814","","hsa-mir-6814","21q22.3"
"HGNC:50225","MIR6815","microRNA 6815","","hsa-mir-6815","21q22.3"
"HGNC:50256","MIR6816","microRNA 6816","","hsa-mir-6816","22q11.21"
"HGNC:50112","MIR6817","microRNA 6817","","hsa-mir-6817","22q11.23"
"HGNC:49940","MIR6818","microRNA 6818","","hsa-mir-6818","22q12.2"
"HGNC:50155","MIR6819","microRNA 6819","","hsa-mir-6819","22q12.3"
"HGNC:50095","MIR6820","microRNA 6820","","hsa-mir-6820","22q13.1"
"HGNC:49980","MIR6821","microRNA 6821","","hsa-mir-6821","22q13.33"
"HGNC:49999","MIR6822","microRNA 6822","","hsa-mir-6822","3p22.2"
"HGNC:49952","MIR6823","microRNA 6823","","hsa-mir-6823","3p21.31"
"HGNC:49946","MIR6824","microRNA 6824","","hsa-mir-6824","3p21.31"
"HGNC:50208","MIR6825","microRNA 6825","","hsa-mir-6825","3q21.3"
"HGNC:50001","MIR6826","microRNA 6826","","hsa-mir-6826","3q21.3"
"HGNC:50234","MIR6827","microRNA 6827","","hsa-mir-6827","3q22.2"
"HGNC:50057","MIR6828","microRNA 6828","","hsa-mir-6828","3q26.2"
"HGNC:50055","MIR6829","microRNA 6829","","hsa-mir-6829","3q29"
"HGNC:49966","MIR6830","microRNA 6830","","hsa-mir-6830","5q31.1"
"HGNC:49936","MIR6831","microRNA 6831","","hsa-mir-6831","5q31.3"
"HGNC:50140","MIR6832","microRNA 6832","","hsa-mir-6832","6p21.33"
"HGNC:50245","MIR6833","microRNA 6833","","hsa-mir-6833","6p21.32"
"HGNC:50108","MIR6834","microRNA 6834","","hsa-mir-6834","6p21.32"
"HGNC:49963","MIR6835","microRNA 6835","","hsa-mir-6835","6p21.31"
"HGNC:50067","MIR6836","microRNA 6836","","hsa-mir-6836","7p22.3"
"HGNC:50125","MIR6837","microRNA 6837","","hsa-mir-6837","7p13"
"HGNC:50050","MIR6838","microRNA 6838","","hsa-mir-6838","7p13"
"HGNC:49953","MIR6839","microRNA 6839","","hsa-mir-6839","7q11.21"
"HGNC:50138","MIR6840","microRNA 6840","","hsa-mir-6840","7q22.1"
"HGNC:50070","MIR6841","microRNA 6841","","hsa-mir-6841","8p21.2"
"HGNC:50254","MIR6842","microRNA 6842","","hsa-mir-6842","8p21.2"
"HGNC:50240","MIR6843","microRNA 6843","","hsa-mir-6843","8p21.1"
"HGNC:50135","MIR6844","microRNA 6844","","hsa-mir-6844","8q24.13"
"HGNC:49956","MIR6845","microRNA 6845","","hsa-mir-6845","8q24.3"
"HGNC:50026","MIR6846","microRNA 6846","","hsa-mir-6846","8q24.3"
"HGNC:50022","MIR6847","microRNA 6847","","hsa-mir-6847","8q24.3"
"HGNC:50176","MIR6848","microRNA 6848","","hsa-mir-6848","8q24.3"
"HGNC:49991","MIR6849","microRNA 6849","","hsa-mir-6849","8q24.3"
"HGNC:50093","MIR6850","microRNA 6850","","hsa-mir-6850","8q24.3"
"HGNC:50083","MIR6851","microRNA 6851","","hsa-mir-6851","9p13.3"
"HGNC:49993","MIR6852","microRNA 6852","","hsa-mir-6852","9p13.3"
"HGNC:49945","MIR6853","microRNA 6853","","hsa-mir-6853","9p13.3"
"HGNC:50084","MIR6854","microRNA 6854","","hsa-mir-6854","9q22.33"
"HGNC:50061","MIR6855","microRNA 6855","","hsa-mir-6855","9q34.11"
"HGNC:50242","MIR6856","microRNA 6856","","hsa-mir-6856","9q34.12"
"HGNC:50263","MIR6857","microRNA 6857","","hsa-mir-6857","Xp11.22"
"HGNC:50250","MIR6858","microRNA 6858","","hsa-mir-6858","Xq28"
"HGNC:50086","MIR6860","microRNA 6860","","hsa-mir-6860","11q13.2"
"HGNC:50129","MIR6861","microRNA 6861","","hsa-mir-6861","12q24.13"
"HGNC:49942","MIR6863","microRNA 6863","","hsa-mir-6863","16q13"
"HGNC:50226","MIR6864","microRNA 6864","","hsa-mir-6864","17p13.2"
"HGNC:50182","MIR6865","microRNA 6865","","hsa-mir-6865","17p13.2"
"HGNC:49932","MIR6866","microRNA 6866","","hsa-mir-6866","17q21.1"
"HGNC:50134","MIR6867","microRNA 6867","","hsa-mir-6867","17q21.1"
"HGNC:50096","MIR6868","microRNA 6868","","hsa-mir-6868","17q25.1"
"HGNC:50056","MIR6869","microRNA 6869","","hsa-mir-6869","20p13"
"HGNC:50184","MIR6870","microRNA 6870","","hsa-mir-6870","20p12.2"
"HGNC:49964","MIR6871","microRNA 6871","","hsa-mir-6871","20q12"
"HGNC:50037","MIR6872","microRNA 6872","","hsa-mir-6872","3p21.31"
"HGNC:50231","MIR6873","microRNA 6873","","hsa-mir-6873","6p21.32"
"HGNC:50146","MIR6874","microRNA 6874","","hsa-mir-6874","7p22.1"
"HGNC:50015","MIR6875","microRNA 6875","","hsa-mir-6875","7q22.1"
"HGNC:50181","MIR6876","microRNA 6876","","hsa-mir-6876","8p21.2"
"HGNC:50205","MIR6877","microRNA 6877","","hsa-mir-6877","9q34.13"
"HGNC:50269","MIR6878","microRNA 6878","","hsa-mir-6878","1q21.2"
"HGNC:49957","MIR6879","microRNA 6879","","hsa-mir-6879","11q13.1"
"HGNC:50187","MIR6880","microRNA 6880","","hsa-mir-6880","12q24.31"
"HGNC:50098","MIR6881","microRNA 6881","","hsa-mir-6881","15q24.1"
"HGNC:49928","MIR6882","microRNA 6882","","hsa-mir-6882","15q24.1"
"HGNC:50019","MIR6883","microRNA 6883","","hsa-mir-6883","17p13.1"
"HGNC:50091","MIR6884","microRNA 6884","","hsa-mir-6884","17q21.1"
"HGNC:50221","MIR6885","microRNA 6885","","hsa-mir-6885","19p13.3"
"HGNC:50121","MIR6886","microRNA 6886","","hsa-mir-6886","19p13.2"
"HGNC:50065","MIR6887","microRNA 6887","","hsa-mir-6887","19q13.12"
"HGNC:50071","MIR6888","microRNA 6888","","hsa-mir-6888","2q24.2"
"HGNC:50014","MIR6889","microRNA 6889","","hsa-mir-6889","22q13.2"
"HGNC:49990","MIR6890","microRNA 6890","","hsa-mir-6890","3p21.31"
"HGNC:50243","MIR6891","microRNA 6891","","hsa-mir-6891","6p21.33"
"HGNC:50053","MIR6892","microRNA 6892","","hsa-mir-6892","7q34"
"HGNC:50130","MIR6893","microRNA 6893","","hsa-mir-6893","8q24.3"
"HGNC:49938","MIR6894","microRNA 6894","","hsa-mir-6894","Xp11.22"
"HGNC:50210","MIR6895","microRNA 6895","","hsa-mir-6895","Xp11.22"
"HGNC:50085","MIR7106","microRNA 7106","","hsa-mir-7106","12q24.13"
"HGNC:50006","MIR7107","microRNA 7107","","hsa-mir-7107","12q24.31"
"HGNC:49998","MIR7108","microRNA 7108","","hsa-mir-7108","19p13.3"
"HGNC:50122","MIR7109","microRNA 7109","","hsa-mir-7109","22q12.2"
"HGNC:50024","MIR7110","microRNA 7110","","hsa-mir-7110","3q21.1"
"HGNC:50073","MIR7111","microRNA 7111","","hsa-mir-7111","6p21.31"
"HGNC:50149","MIR7112","microRNA 7112","MIR7112-2,MIR7112-1","hsa-mir-7112-2,hsa-mir-7112-1","8q24.3"
"HGNC:49947","MIR7113","microRNA 7113","","hsa-mir-7113","11q13.2"
"HGNC:50157","MIR7114","microRNA 7114","","hsa-mir-7114","9q34.3"
"HGNC:49982","MIR7150","microRNA 7150","","hsa-mir-7150","9q33.3"
"HGNC:50170","MIR7151","microRNA 7151","","hsa-mir-7151","10q21.3"
"HGNC:50257","MIR7152","microRNA 7152","","hsa-mir-7152","10q22.1"
"HGNC:50190","MIR7153","microRNA 7153","","hsa-mir-7153","18p11.21"
"HGNC:49972","MIR7154","microRNA 7154","","hsa-mir-7154","11p11.2"
"HGNC:50005","MIR7155","microRNA 7155","","hsa-mir-7155","11q13.1"
"HGNC:50023","MIR7156","microRNA 7156","","hsa-mir-7156","1p31.1"
"HGNC:50010","MIR7157","microRNA 7157","","hsa-mir-7157","2q22.1"
"HGNC:49971","MIR7158","microRNA 7158","","hsa-mir-7158","2p25.2"
"HGNC:49978","MIR7159","microRNA 7159","","hsa-mir-7159","6p21.31"
"HGNC:50028","MIR7160","microRNA 7160","","hsa-mir-7160","8p23.3"
"HGNC:49985","MIR7161","microRNA 7161","","hsa-mir-7161","6q25.3"
"HGNC:50189","MIR7162","microRNA 7162","","hsa-mir-7162","10p11.23"
"HGNC:49839","MIR7515","microRNA 7515","","hsa-mir-7515","2p25.2"
"HGNC:50216","MIR7702","microRNA 7702","","hsa-mir-7702","9q31.3"
"HGNC:50271","MIR7703","microRNA 7703","","hsa-mir-7703","14q12"
"HGNC:50089","MIR7704","microRNA 7704","","hsa-mir-7704","2q31.1"
"HGNC:50143","MIR7705","microRNA 7705","","hsa-mir-7705","8q22.3"
"HGNC:50110","MIR7706","microRNA 7706","","hsa-mir-7706","15q25.3"
"HGNC:50074","MIR7843","microRNA 7843","","hsa-mir-7843","14q24.2"
"HGNC:50044","MIR7844","microRNA 7844","","hsa-mir-7844","12q22"
"HGNC:50267","MIR7845","microRNA 7845","","hsa-mir-7845","2q33.3"
"HGNC:50029","MIR7846","microRNA 7846","","hsa-mir-7846","1p36.22"
"HGNC:50153","MIR7847","microRNA 7847","","hsa-mir-7847","11p15.5"
"HGNC:50058","MIR7848","microRNA 7848","","hsa-mir-7848","8q24.22"
"HGNC:50166","MIR7849","microRNA 7849","","hsa-mir-7849","4q31.22"
"HGNC:50118","MIR7850","microRNA 7850","","hsa-mir-7850","19p13.3"
"HGNC:50127","MIR7851","microRNA 7851","","hsa-mir-7851","12q12"
"HGNC:50201","MIR7852","microRNA 7852","","hsa-mir-7852","1p13.3"
"HGNC:49933","MIR7853","microRNA 7853","","hsa-mir-7853","6p25.1"
"HGNC:50047","MIR7854","microRNA 7854","","hsa-mir-7854","16q23.2"
"HGNC:50244","MIR7855","microRNA 7855","","hsa-mir-7855","14q23.3"
"HGNC:50268","MIR7856","microRNA 7856","","hsa-mir-7856","1p22.3"
"HGNC:49992","MIR7974","microRNA 7974","","hsa-mir-7974","19p13.2"
"HGNC:49967","MIR7975","microRNA 7975","","hsa-mir-7975","19q13.42"
"HGNC:50092","MIR7976","microRNA 7976","","hsa-mir-7976","3q21.3"
"HGNC:49969","MIR7977","microRNA 7977","","hsa-mir-7977","3q26.32"
"HGNC:50113","MIR7978","microRNA 7978","","hsa-mir-7978","4p15.2"
"HGNC:50252","MIR8052","microRNA 8052","","hsa-mir-8052","11q24.3"
"HGNC:50137","MIR8053","microRNA 8053","","hsa-mir-8053","4p12"
"HGNC:50177","MIR8054","microRNA 8054","","hsa-mir-8054","11p14.3"
"HGNC:50241","MIR8055","microRNA 8055","","hsa-mir-8055","8p23.1"
"HGNC:49948","MIR8056","microRNA 8056","","hsa-mir-8056","5q35.2"
"HGNC:49960","MIR8057","microRNA 8057","","hsa-mir-8057","18q11.2"
"HGNC:50018","MIR8058","microRNA 8058","","hsa-mir-8058","16q23.3"
"HGNC:50068","MIR8059","microRNA 8059","","hsa-mir-8059","17q21.33"
"HGNC:50180","MIR8060","microRNA 8060","","hsa-mir-8060","3q11.2"
"HGNC:50077","MIR8061","microRNA 8061","","hsa-mir-8061","19q13.42"
"HGNC:49975","MIR8062","microRNA 8062","","hsa-mir-8062","20p12.3"
"HGNC:50088","MIR8063","microRNA 8063","","hsa-mir-8063","15q14"
"HGNC:50236","MIR8064","microRNA 8064","","hsa-mir-8064","3p21.1"
"HGNC:49959","MIR8065","microRNA 8065","","hsa-mir-8065","16p13.3"
"HGNC:50043","MIR8066","microRNA 8066","","hsa-mir-8066","4q24"
"HGNC:49934","MIR8067","microRNA 8067","","hsa-mir-8067","15q22.2"
"HGNC:50238","MIR8068","microRNA 8068","","hsa-mir-8068","11p14.1"
"HGNC:50274","MIR8070","microRNA 8070","","hsa-mir-8070","11p15.3"
"HGNC:50174","MIR8072","microRNA 8072","","hsa-mir-8072","12q24.31"
"HGNC:50131","MIR8073","microRNA 8073","","hsa-mir-8073","13q34"
"HGNC:50105","MIR8074","microRNA 8074","","hsa-mir-8074","19q13.41"
"HGNC:50172","MIR8075","microRNA 8075","","hsa-mir-8075","13q34"
"HGNC:49997","MIR8076","microRNA 8076","","hsa-mir-8076","3q13.2"
"HGNC:50266","MIR8077","microRNA 8077","","hsa-mir-8077","19q13.2"
"HGNC:50102","MIR8078","microRNA 8078","","hsa-mir-8078","18p11.32"
"HGNC:50021","MIR8079","microRNA 8079","","hsa-mir-8079","13q14.11"
"HGNC:49989","MIR8080","microRNA 8080","","hsa-mir-8080","2p12"
"HGNC:50123","MIR8081","microRNA 8081","","hsa-mir-8081","9q31.2"
"HGNC:50111","MIR8082","microRNA 8082","","hsa-mir-8082","4q25"
"HGNC:50211","MIR8083","microRNA 8083","","hsa-mir-8083","1q21.3"
"HGNC:50075","MIR8084","microRNA 8084","","hsa-mir-8084","8q22.1"
"HGNC:50120","MIR8085","microRNA 8085","","hsa-mir-8085","19q13.32"
"HGNC:50107","MIR8086","microRNA 8086","","hsa-mir-8086","10p12.1"
"HGNC:50059","MIR8087","microRNA 8087","","hsa-mir-8087","11p14.1"
